Grapheme	IPA	SCA	FREQUENCY	Frequency	EXAMPLES
tʼ	tʼ	T	16	7	tʼmgæj;tʼmgæj;hætʼɒχk;nʔæstʼɔɔks;tʼmgæws
tʼsʼ	tsʼ	T	19	8	tʼsʼuuʔts;wuktʼsʼæn;tʼsʼæl;hætʼsʼæχɬk;tʼsʼææw
o	o	U	1	1	ɢætsqʼoldzæχ
ɔ	ɔ	U	18	17	ækʼɔm;hɔjæχ;gɔl;hɔn;luhɔʔnɬ
oo	oː	U	2	2	ksdɒmoos;χɒnoojɒχ
ɔɔ	ɔː	U	28	22	gɔɔm;ækʼɔɔ;ɢɔɔχ;gælʔɔɔs;nʔæstʼɔɔks
w	w	W	40	16	gæwdɪ;dzækʼwɯsk;æwɪl;wɯngæws;wɯngæws
u	u	Y	48	44	wuktʼsʼæn;kʼɬɪkʼægun;lukʼæhgjɛt;muk;ɬgumɛt
uu	uː	Y	22	15	næχʔpɪdzuu;ɬuuntɪ;tʼsʼuuʔts;dɪduuls;juup
_	+	_	12	12	ækæ_dɪ_gɔɔ;ækæ_dɪ_gɔɔ;dɪp_nʔɪɪt;æwil_gɔɔ;ɬukdæʔæjnm_hænɒʔɒχ
gw	gw/g w	K W	11	3	gwɪsgwææsk;gwɪsgwææsk;gwætk;ɬgwɯsgɯɯ;gwæænks
